,merge.labels.M3,Lung,Liver,Right Ovary,Left Ovary,Adrenal
21893,bar|2867 8737,0,0,0,1,0
21894,bar|2869 1657,0,0,0,2,0
21895,bar|2888 15382,0,0,0,2,0
21896,bar|2906 12870,0,0,0,1,0
21897,bar|2918 12246,0,0,0,4,0
21898,bar|2919 15090,0,0,0,1,0
21899,bar|2928 14656,0,0,0,26,0
21900,bar|2930 8229,0,0,0,1,0
21901,bar|2931 13971,0,0,0,1,0
21902,bar|2934 16215,0,0,0,1,0
21903,bar|2944 1491,0,0,0,1,0
21904,bar|2951 9124,0,0,0,1,0
21905,bar|2968 4946,0,0,0,2,0
21906,bar|2971 2986,0,0,0,1,0
21907,bar|3076 539,0,0,0,1,0
21908,bar|3092 6731,0,0,0,1,0
21909,bar|3101 5870,0,0,0,1,0
21910,bar|3143 7470,0,0,0,3,0
21911,bar|3155 10600,0,0,0,1,0
21912,bar|3169 677,0,0,0,4,0
21913,bar|3269 11309,0,0,0,1,0
21914,bar|3281 14318,0,0,0,1,0
21915,bar|3314 1880,0,0,0,1,7
21916,bar|3361 5120,0,0,0,1,0
21917,bar|3363 2928,0,0,0,1,0
21918,bar|3363 13436,0,0,0,10,0
21919,bar|3370 11040,0,0,0,1,0
21920,bar|3380 5721,0,0,0,1,0
21921,bar|3411 4115,0,0,0,1,0
21922,bar|3426 3137,0,0,0,3,0
21923,bar|3459 5520,0,0,0,1,0
21924,bar|3474 500,0,0,0,1,0
21925,bar|3479 5009,0,0,0,1,0
21926,bar|3584 3675,0,0,0,1,1
21927,bar|3599 3282,0,0,0,1,0
21928,bar|3599 3474,0,0,0,1,1
21929,bar|3601 12930,0,0,0,1,0
21930,bar|3605 4315,0,0,0,1,0
21931,bar|3611 5525,0,0,0,1,0
21932,bar|3643 8448,0,0,0,1,0
21933,bar|3645 1041,0,0,0,1,0
21934,bar|3651 9368,0,0,0,1,0
21935,bar|3663 1299,0,0,0,22,1
21936,bar|3663 1611,0,0,0,1,0
21937,bar|3663 1880,0,0,0,10,2
21938,bar|3663 3282,0,0,0,1,0
21939,bar|3663 7393,0,0,0,2,0
21940,bar|3663 13132,0,0,0,1,0
21941,bar|3668 7909,0,0,0,2,0
21942,bar|3707 1299,0,0,0,13,0
21943,bar|3707 1332,0,0,0,1,74
21944,bar|3707 1611,0,0,0,60,7
21945,bar|3707 7393,0,0,0,513,34
21946,bar|3707 8260,0,0,0,1,1
21947,bar|3707 8448,0,0,0,1,1
21948,bar|3707 8837,0,0,0,1,0
21949,bar|3707 11851,0,0,0,1,0
21950,bar|3707 12612,0,0,0,1,0
21951,bar|3707 16215,0,0,0,41,2
21952,bar|3747 8874,0,0,0,2,0
21953,bar|3781 5917,0,0,0,6,0
21954,bar|3791 4873,0,0,0,2,0
21955,bar|3807 8321,0,0,0,2,0
21956,bar|3807 9962,0,0,0,3,0
21957,bar|3826 7990,0,0,0,1,0
21958,bar|3876 15203,0,0,0,1,0
21959,bar|3914 1299,0,0,0,2,71
21960,bar|3953 2408,0,0,0,1,0
21961,bar|3963 8516,0,0,0,1,2
21962,bar|3967 8448,0,0,0,1,0
21963,bar|3967 8512,0,0,0,1,0
21964,bar|4067 11870,0,0,0,2,0
21965,bar|4098 7249,0,0,0,1,0
21966,bar|4132 4494,0,0,0,4,0
21967,bar|4190 11319,0,0,0,1,0
21968,bar|4261 1611,0,0,0,1,0
21969,bar|4273 1983,0,0,0,1,0
21970,bar|4279 677,0,0,0,2,0
21971,bar|4292 483,0,0,0,1,0
21972,bar|4302 6330,0,0,0,1,0
21973,bar|4318 5153,0,0,0,7,0
21974,bar|4325 107,0,0,0,1,0
21975,bar|4333 14659,0,0,0,1,0
21976,bar|4335 1332,0,0,0,1,0
21977,bar|4357 13987,0,0,0,1,0
21978,bar|4361 2373,0,0,0,6,0
21979,bar|4400 12683,0,0,0,2,0
21980,bar|4410 4901,0,0,0,17,0
21981,bar|4429 1611,0,0,0,1,0
21982,bar|4429 1880,0,0,0,31,2
21983,bar|4429 3474,0,0,0,1,0
21984,bar|4429 6315,0,0,0,29,3
21985,bar|4429 7393,0,0,0,2,0
21986,bar|4429 9292,0,0,0,1,0
21987,bar|4429 12107,0,0,0,1,0
21988,bar|4429 13132,0,0,0,8,0
21989,bar|4454 12052,0,0,0,5,0
21990,bar|4459 14693,0,0,0,3,0
21991,bar|4470 8230,0,0,0,2,0
21992,bar|4480 8993,0,0,0,1,0
21993,bar|4484 1249,0,0,0,1,0
21994,bar|4490 1938,0,0,0,1,0
21995,bar|4490 11842,0,0,0,2,0
21996,bar|4516 11109,0,0,0,1,0
21997,bar|4526 4589,0,0,0,2,0
21998,bar|4534 1299,0,0,0,3,0
21999,bar|4534 1880,0,0,0,8,1
22000,bar|4534 4232,0,0,0,1,1
22001,bar|4534 5324,0,0,0,1,0
22002,bar|4534 10120,0,0,0,1,0
22003,bar|4534 15874,0,0,0,23,1
22004,bar|4534 16215,0,0,0,132,4
22005,bar|4536 11493,0,0,0,3,0
22006,bar|4627 12778,0,0,0,1,0
22007,bar|4630 410,0,0,0,1,0
22008,bar|4639 1027,0,0,0,1,0
22009,bar|4645 9838,0,0,0,1,0
22010,bar|4653 5951,0,0,0,2,0
22011,bar|4657 13511,0,0,0,1,0
22012,bar|4672 13081,0,0,0,1,0
22013,bar|4691 10273,0,0,0,1,0
22014,bar|4693 9336,0,0,0,1,0
22015,bar|4701 7776,0,0,0,2,0
22016,bar|4720 11194,0,0,0,1,0
22017,bar|4751 1967,0,0,0,1,0
22018,bar|4759 1204,0,0,0,1,0
22019,bar|4760 1797,0,0,0,3,0
22020,bar|4831 1332,0,0,0,2,30
22021,bar|4831 3314,0,0,0,1,23
22022,bar|4831 8481,0,0,0,2,2
22023,bar|4831 16007,0,0,0,1,1
22024,bar|4872 1968,0,0,0,1,0
22025,bar|4874 1299,0,0,0,2,1
22026,bar|4885 1299,0,0,0,1,0
22027,bar|4886 11089,0,0,0,3,0
22028,bar|4888 944,0,0,0,1,0
22029,bar|4888 1299,0,0,0,9,1
22030,bar|4888 1880,0,0,0,1,0
22031,bar|4888 6315,0,0,0,14,1
22032,bar|4888 7393,0,0,0,1,0
22033,bar|4892 1968,0,0,0,2,0
22034,bar|4894 1027,0,0,0,2,0
22035,bar|4894 1299,0,0,0,2,0
22036,bar|4895 1299,0,0,0,1,0
22037,bar|4897 1118,0,0,0,2,0
22038,bar|4920 576,0,0,0,4,0
22039,bar|4931 16130,0,0,0,1,0
22040,bar|4953 6402,0,0,0,1,0
22041,bar|4957 317,0,0,0,3,0
22042,bar|4964 1390,0,0,0,1,0
22043,bar|4973 1611,0,0,0,2,0
22044,bar|4995 6148,0,0,0,1,0
22045,bar|5029 5184,0,0,0,1,0
22046,bar|5043 4051,0,0,0,1,0
22047,bar|5114 506,0,0,0,1,0
22048,bar|5126 10887,0,0,0,2,0
22049,bar|5139 3327,0,0,0,2,0
22050,bar|5156 3313,0,0,0,1,0
22051,bar|5167 11345,0,0,0,1,0
22052,bar|5177 4238,0,0,0,1,0
22053,bar|5179 14874,0,0,0,1,0
22054,bar|5189 14455,0,0,0,6,0
22055,bar|5203 4791,0,0,0,3,0
22056,bar|5206 4510,0,0,0,1,0
22057,bar|5216 3335,0,0,0,1,0
22058,bar|5231 15821,0,0,0,4,0
22059,bar|5240 37,0,0,0,1,0
22060,bar|5241 13673,0,0,0,5,330
22061,bar|5256 6315,0,0,0,1,0
22062,bar|5259 7393,0,0,0,1,1
22063,bar|5269 4621,0,0,0,1,0
22064,bar|5271 7063,0,0,0,1,0
22065,bar|5296 10212,0,0,0,2,0
22066,bar|5303 15208,0,0,0,1,0
22067,bar|5329 676,0,0,0,1,0
22068,bar|5333 6527,0,0,0,2,0
22069,bar|5389 2904,0,0,0,2,0
22070,bar|5393 673,0,0,0,1,0
22071,bar|5406 5483,0,0,0,1,0
22072,bar|5409 4139,0,0,0,1,0
22073,bar|5410 8928,0,0,0,1,0
22074,bar|5435 7393,0,0,0,3,1
22075,bar|5435 12229,0,0,0,1,0
22076,bar|5493 3691,0,0,0,2,0
22077,bar|5504 9110,0,0,0,1,0
22078,bar|5519 11781,0,0,0,2,0
22079,bar|5522 6744,0,0,0,4,0
22080,bar|5599 9668,0,0,0,1,0
22081,bar|5647 12945,0,0,0,2,0
22082,bar|5685 5425,0,0,0,1,197
22083,bar|5708 6949,0,0,0,1,0
22084,bar|5716 1600,0,0,0,1,0
22085,bar|5726 8353,0,0,0,1,0
22086,bar|5745 3130,0,0,0,1,0
22087,bar|5748 9447,0,0,0,1,0
22088,bar|5749 12722,0,0,0,1,252
22089,bar|5758 12199,0,0,0,1,0
22090,bar|5761 2094,0,0,0,20,0
22091,bar|5761 11887,0,0,0,1,0
22092,bar|5779 8792,0,0,0,3,0
22093,bar|5781 2324,0,0,0,1,2
22094,bar|5795 1178,0,0,0,1,0
22095,bar|5803 2369,0,0,0,2,0
22096,bar|5807 8407,0,0,0,2,0
22097,bar|5809 9815,0,0,0,1,0
22098,bar|5818 14486,0,0,0,1,0
22099,bar|5825 4941,0,0,0,2,0
22100,bar|5842 8384,0,0,0,1,0
22101,bar|5885 7989,0,0,0,2,0
22102,bar|5898 1299,0,0,0,4,4
22103,bar|5899 1299,0,0,0,1,1
22104,bar|5903 1299,0,0,0,1,0
22105,bar|5910 1299,0,0,0,1,0
22106,bar|5914 211,0,0,0,1,0
22107,bar|5914 274,0,0,0,2,1
22108,bar|5914 279,0,0,0,1,0
22109,bar|5914 467,0,0,0,1,0
22110,bar|5914 613,0,0,0,9,0
22111,bar|5914 1283,0,0,0,11,3
22112,bar|5914 1298,0,0,0,1,1
22113,bar|5914 1311,0,0,0,3,0
22114,bar|5914 1315,0,0,0,2,0
22115,bar|5914 1332,0,0,0,1,6
22116,bar|5914 1363,0,0,0,1,0
22117,bar|5914 1488,0,0,0,1,0
22118,bar|5914 1611,0,0,0,52,2
22119,bar|5914 1968,0,0,0,2,1
22120,bar|5914 3474,0,0,0,13,1
22121,bar|5914 5099,0,0,0,1,0
22122,bar|5914 5256,0,0,0,12,1
22123,bar|5914 6016,0,0,0,16,1
22124,bar|5914 8516,0,0,0,5,0
22125,bar|5914 13132,0,0,0,3,0
22126,bar|5914 13587,0,0,0,2,0
22127,bar|5914 15874,0,0,0,3,0
22128,bar|5914 16215,0,0,0,25,4
22129,bar|5915 1027,0,0,0,1,1
22130,bar|5915 1475,0,0,0,1,0
22131,bar|5918 1299,0,0,0,8,2
22132,bar|5921 506,0,0,0,5,0
22133,bar|5930 1299,0,0,0,3,0
22134,bar|5934 1299,0,0,0,1,0
22135,bar|5949 1880,0,0,0,1,0
22136,bar|5952 9979,0,0,0,1,0
22137,bar|5971 14959,0,0,0,3,0
22138,bar|5977 12315,0,0,0,3,0
22139,bar|5978 275,0,0,0,1,0
22140,bar|5978 1299,0,0,0,1,0
22141,bar|5992 5069,0,0,0,2,0
22142,bar|5994 1819,0,0,0,1,0
22143,bar|5994 8763,0,0,0,1,0
22144,bar|6016 6315,0,0,0,1,0
22145,bar|6019 8297,0,0,0,2,0
22146,bar|6023 14288,0,0,0,1,0
22147,bar|6054 16087,0,0,0,1,0
22148,bar|6055 1464,0,0,0,3,0
22149,bar|6067 9287,0,0,0,1,0
22150,bar|6106 1299,0,0,0,3,0
22151,bar|6112 11493,0,0,0,3,0
22152,bar|6132 8761,0,0,0,2,0
22153,bar|6144 14065,0,0,0,1,0
22154,bar|6177 50,0,0,0,1,0
22155,bar|6177 13921,0,0,0,1,0
22156,bar|6187 11683,0,0,0,3,0
22157,bar|6198 15874,0,0,0,1,0
22158,bar|6213 4632,0,0,0,1,0
22159,bar|6251 8467,0,0,0,1,0
22160,bar|6315 1299,0,0,0,9,2
22161,bar|6315 1332,0,0,0,3,323
22162,bar|6315 1880,0,0,0,3,0
22163,bar|6315 8516,0,0,0,5,0
22164,bar|6315 15230,0,0,0,1,0
22165,bar|6324 9304,0,0,0,1,0
22166,bar|6328 4826,0,0,0,1,0
22167,bar|6390 10608,0,0,0,1,0
22168,bar|6403 15995,0,0,0,1,0
22169,bar|6410 1299,0,0,0,8,0
22170,bar|6410 1880,0,0,0,3,0
22171,bar|6421 16127,0,0,0,4,0
22172,bar|6437 9262,0,0,0,4,0
22173,bar|6449 8638,0,0,0,1,0
22174,bar|6455 15874,0,0,0,1,0
22175,bar|6463 1171,0,0,0,1,0
22176,bar|6472 2677,0,0,0,1,0
22177,bar|6475 7677,0,0,0,2,0
22178,bar|6518 1299,0,0,0,7,2
22179,bar|6518 1792,0,0,0,1,0
22180,bar|6518 1880,0,0,0,8,2
22181,bar|6518 5256,0,0,0,20,0
22182,bar|6518 6315,0,0,0,3,0
22183,bar|6518 16130,0,0,0,2,0
22184,bar|6587 8964,0,0,0,1,0
22185,bar|6611 6282,0,0,0,1,0
22186,bar|6626 768,0,0,0,1,0
22187,bar|6626 1299,0,0,0,1,0
22188,bar|6626 5256,0,0,0,1,0
22189,bar|6672 1729,0,0,0,1,0
22190,bar|6695 7088,0,0,0,3,0
22191,bar|6746 12097,0,0,0,1,0
22192,bar|6768 9382,0,0,0,1,0
22193,bar|6838 1592,0,0,0,1,0
22194,bar|6840 7701,0,0,0,1,0
22195,bar|6882 387,0,0,0,1,0
22196,bar|6932 12936,0,0,0,1,0
22197,bar|6934 13527,0,0,0,4,0
22198,bar|6962 14139,0,0,0,1,0
22199,bar|6976 793,0,0,0,1,1
22200,bar|6982 16215,0,0,0,1,0
22201,bar|7015 2581,0,0,0,1,0
22202,bar|7015 4126,0,0,0,2,0
22203,bar|7047 13431,0,0,0,2,0
22204,bar|7048 16294,0,0,0,1,0
22205,bar|7143 15633,0,0,0,1,0
22206,bar|7218 6570,0,0,0,1,0
22207,bar|7237 10543,0,0,0,2,0
22208,bar|7243 1862,0,0,0,1,0
22209,bar|7286 15874,0,0,0,1,1
22210,bar|7315 6315,0,0,0,1,0
22211,bar|7315 7393,0,0,0,1,0
22212,bar|7393 1242,0,0,0,2,0
22213,bar|7393 1299,0,0,0,44,9
22214,bar|7393 1611,0,0,0,1,0
22215,bar|7393 1880,0,0,0,47,21
22216,bar|7393 10358,0,0,0,1,0
22217,bar|7393 13132,0,0,0,1,0
22218,bar|7413 365,0,0,0,1,0
22219,bar|7413 1880,0,0,0,1,0
22220,bar|7415 5070,0,0,0,2,0
22221,bar|7421 11491,0,0,0,1,0
22222,bar|7440 11174,0,0,0,2,0
22223,bar|7441 4063,0,0,0,1,0
22224,bar|7441 4129,0,0,0,1,0
22225,bar|7454 5077,0,0,0,2,0
22226,bar|7466 14518,0,0,0,1,0
22227,bar|7472 1211,0,0,0,1,0
22228,bar|7487 11091,0,0,0,1,0
22229,bar|7607 11858,0,0,0,1,0
22230,bar|7635 1296,0,0,0,1,0
22231,bar|7680 14686,0,0,0,1,0
22232,bar|7691 16215,0,0,0,1,0
22233,bar|7727 9174,0,0,0,1,1
22234,bar|7758 9698,0,0,0,1,0
22235,bar|7773 5129,0,0,0,1,0
22236,bar|7795 2019,0,0,0,1,0
22237,bar|7803 8516,0,0,0,1,1
22238,bar|7893 13979,0,0,0,5,215
22239,bar|7917 15718,0,0,0,1,0
22240,bar|7923 5249,0,0,0,9,0
22241,bar|7933 11851,0,0,0,1,0
22242,bar|7936 5651,0,0,0,1,0
22243,bar|7973 5307,0,0,0,1,0
22244,bar|7981 1101,0,0,0,1,0
22245,bar|7985 5235,0,0,0,2,0
22246,bar|8011 8569,0,0,0,1,0
22247,bar|8027 14107,0,0,0,1,0
22248,bar|8099 5040,0,0,0,1,0
22249,bar|8102 5472,0,0,0,1,0
22250,bar|8142 7763,0,0,0,1,0
22251,bar|8149 1299,0,0,0,1,0
22252,bar|8149 1611,0,0,0,16,1
22253,bar|8149 1880,0,0,0,7,0
22254,bar|8149 1968,0,0,0,1,0
22255,bar|8149 6315,0,0,0,4,0
22256,bar|8149 11851,0,0,0,1,0
22257,bar|8149 13388,0,0,0,1,0
22258,bar|8151 470,0,0,0,2,0
22259,bar|8208 8887,0,0,0,1,0
22260,bar|8217 3251,0,0,0,1,0
22261,bar|8219 14690,0,0,0,3,0
22262,bar|8229 1611,0,0,0,1,0
22263,bar|8230 1852,0,0,0,1,0
22264,bar|8231 6920,0,0,0,1,0
22265,bar|8234 12585,0,0,0,4,0
22266,bar|8248 10011,0,0,0,1,0
22267,bar|8249 9915,0,0,0,1,0
22268,bar|8255 12921,0,0,0,1,0
22269,bar|8259 9656,0,0,0,1,0
22270,bar|8280 11058,0,0,0,2,0
22271,bar|8282 5562,0,0,0,3,0
22272,bar|8289 4431,0,0,0,3,0
22273,bar|8304 2806,0,0,0,2,0
22274,bar|8305 3383,0,0,0,2,0
22275,bar|8339 6446,0,0,0,5,1
22276,bar|8404 11569,0,0,0,1,0
22277,bar|8429 14690,0,0,0,2,0
22278,bar|8433 1880,0,0,0,1,0
22279,bar|8437 1880,0,0,0,5,0
22280,bar|8447 4627,0,0,0,1,0
22281,bar|8467 8735,0,0,0,1,0
22282,bar|8469 1299,0,0,0,13,0
22283,bar|8469 1611,0,0,0,39,1
22284,bar|8469 1880,0,0,0,50,2
22285,bar|8475 14967,0,0,0,2,0
22286,bar|8479 2775,0,0,0,1,0
22287,bar|8497 13005,0,0,0,1,1
22288,bar|8525 12424,0,0,0,1,0
22289,bar|8536 80,0,0,0,1,0
22290,bar|8537 10778,0,0,0,1,0
22291,bar|8575 7393,0,0,0,1,0
22292,bar|8611 2107,0,0,0,1,0
22293,bar|8629 1880,0,0,0,1,0
22294,bar|8641 9565,0,0,0,1,0
22295,bar|8661 1611,0,0,0,1,0
22296,bar|8661 1864,0,0,0,1,0
22297,bar|8670 4627,0,0,0,1,0
22298,bar|8672 11134,0,0,0,1,0
22299,bar|8749 14971,0,0,0,1,0
22300,bar|8757 1611,0,0,0,1,1
22301,bar|8771 13635,0,0,0,1,0
22302,bar|8778 15779,0,0,0,1,0
22303,bar|8783 7274,0,0,0,2,0
22304,bar|8793 14838,0,0,0,1,1
22305,bar|8815 1226,0,0,0,2,0
22306,bar|8837 1880,0,0,0,7,0
22307,bar|8842 12817,0,0,0,2,0
22308,bar|8853 12912,0,0,0,1,0
22309,bar|8859 16102,0,0,0,2,0
22310,bar|8888 3914,0,0,0,1,0
22311,bar|8906 11415,0,0,0,1,0
22312,bar|8910 5325,0,0,0,1,0
22313,bar|8914 8417,0,0,0,3,0
22314,bar|8919 15160,0,0,0,2,0
22315,bar|8949 1199,0,0,0,1,0
22316,bar|8955 8977,0,0,0,1,0
22317,bar|8958 16237,0,0,0,1,0
22318,bar|8975 12877,0,0,0,1,0
22319,bar|8979 3063,0,0,0,3,0
22320,bar|8985 1880,0,0,0,2,0
22321,bar|9014 1741,0,0,0,1,0
22322,bar|9017 696,0,0,0,3,0
22323,bar|9017 6023,0,0,0,1,0
22324,bar|9021 4651,0,0,0,1,0
22325,bar|9022 6959,0,0,0,2,0
22326,bar|9027 5240,0,0,0,1,0
22327,bar|9044 15174,0,0,0,1,0
22328,bar|9073 11553,0,0,0,1,0
22329,bar|9077 4137,0,0,0,1,0
22330,bar|9098 11,0,0,0,1,0
22331,bar|9125 11271,0,0,0,1,0
22332,bar|9189 13612,0,0,0,1,0
22333,bar|9259 5946,0,0,0,2,0
22334,bar|9269 1973,0,0,0,1,0
22335,bar|9275 7393,0,0,0,1,0
22336,bar|9299 13912,0,0,0,2,0
22337,bar|9305 3829,0,0,0,3,0
22338,bar|9311 4631,0,0,0,3,0
22339,bar|9337 7637,0,0,0,1,0
22340,bar|9351 4424,0,0,0,1,0
22341,bar|9351 13605,0,0,0,1,0
22342,bar|9355 6960,0,0,0,4,0
22343,bar|9383 4782,0,0,0,1,0
22344,bar|9393 4424,0,0,0,1,0
22345,bar|9400 4118,0,0,0,3,0
22346,bar|9406 1091,0,0,0,1,85
22347,bar|9423 4359,0,0,0,2,0
22348,bar|9438 5086,0,0,0,1,0
22349,bar|9496 879,0,0,0,4,0
22350,bar|9524 4118,0,0,0,1,0
22351,bar|9537 13864,0,0,0,1,0
22352,bar|9553 7194,0,0,0,1,0
22353,bar|9576 5435,0,0,0,1,0
22354,bar|9577 10575,0,0,0,1,0
22355,bar|9585 12769,0,0,0,5,0
22356,bar|9635 3950,0,0,0,1,0
22357,bar|9658 14483,0,0,0,1,0
22358,bar|9699 1429,0,0,0,1,0
22359,bar|9706 5638,0,0,0,1,0
22360,bar|9745 13439,0,0,0,1,0
22361,bar|9751 9139,0,0,0,7,0
22362,bar|9755 7472,0,0,0,4,0
22363,bar|9783 14356,0,0,0,1,0
22364,bar|9821 10212,0,0,0,1,0
22365,bar|9824 14050,0,0,0,1,1
22366,bar|9841 4510,0,0,0,4,0
22367,bar|9848 2097,0,0,0,2,0
22368,bar|9855 3521,0,0,0,1,0
22369,bar|9857 4215,0,0,0,1,0
22370,bar|9882 10776,0,0,0,3,0
22371,bar|9907 8217,0,0,0,4,0
22372,bar|9909 15911,0,0,0,1,0
22373,bar|9918 16007,0,0,0,2,0
22374,bar|9921 4402,0,0,0,5,0
22375,bar|9962 5235,0,0,0,1,0
22376,bar|9978 4172,0,0,0,1,0
22377,bar|9981 944,0,0,0,1,0
22378,bar|9985 3354,0,0,0,2,0
22379,bar|9994 1299,0,0,0,1,0
22380,bar|10016 399,0,0,0,1,0
22381,bar|10026 452,0,0,0,1,0
22382,bar|10037 10435,0,0,0,2,0
22383,bar|10039 8016,0,0,0,1,0
22384,bar|10041 519,0,0,0,1,0
22385,bar|10049 4695,0,0,0,2,0
22386,bar|10069 10790,0,0,0,1,0
22387,bar|10078 12837,0,0,0,21,3
22388,bar|10081 1176,0,0,0,1,0
22389,bar|10081 5354,0,0,0,1,0
22390,bar|10083 2657,0,0,0,1,0
22391,bar|10097 4663,0,0,0,3,0
22392,bar|10100 15938,0,0,0,1,0
22393,bar|10101 11098,0,0,0,2,0
22394,bar|10117 4578,0,0,0,1,0
22395,bar|10119 8016,0,0,0,1,0
22396,bar|10165 4752,0,0,0,1,0
22397,bar|10179 2754,0,0,0,2,0
22398,bar|10195 12677,0,0,0,2,0
22399,bar|10205 8337,0,0,0,2,0
22400,bar|10208 8448,0,0,0,9,590
22401,bar|10243 3314,0,0,0,4,140
22402,bar|10245 1611,0,0,0,1,0
22403,bar|10245 1871,0,0,0,1,0
22404,bar|10261 1611,0,0,0,1,0
22405,bar|10272 6315,0,0,0,1,1
22406,bar|10272 12277,0,0,0,1,0
22407,bar|10295 10395,0,0,0,3,0
22408,bar|10307 6315,0,0,0,1,0
22409,bar|10311 1960,0,0,0,13,0
22410,bar|10340 2856,0,0,0,4,0
22411,bar|10355 10577,0,0,0,3,0
22412,bar|10356 15877,0,0,0,3,0
22413,bar|10387 2498,0,0,0,1,0
22414,bar|10482 1678,0,0,0,2,194
22415,bar|10523 2056,0,0,0,1,0
22416,bar|10545 2456,0,0,0,1,0
22417,bar|10548 13917,0,0,0,2,0
22418,bar|10549 9187,0,0,0,1,0
22419,bar|10549 9837,0,0,0,1,0
22420,bar|10576 9460,0,0,0,3,0
22421,bar|10582 12816,0,0,0,1,0
22422,bar|10602 15178,0,0,0,1,0
22423,bar|10614 12769,0,0,0,1,0
22424,bar|10626 1704,0,0,0,6,0
22425,bar|10647 11901,0,0,0,1,0
22426,bar|10723 14007,0,0,0,2,0
22427,bar|10739 7458,0,0,0,1,0
22428,bar|10757 7269,0,0,0,1,0
22429,bar|10763 14747,0,0,0,2,0
22430,bar|10770 6342,0,0,0,1,0
22431,bar|10817 11891,0,0,0,2,0
22432,bar|10818 5319,0,0,0,2,0
22433,bar|10827 7334,0,0,0,3,0
22434,bar|10862 3251,0,0,0,1,0
22435,bar|10907 12556,0,0,0,2,0
22436,bar|10919 5242,0,0,0,4,0
22437,bar|10923 15693,0,0,0,1,0
22438,bar|10995 7406,0,0,0,2,0
22439,bar|11016 12652,0,0,0,1,0
22440,bar|11058 16147,0,0,0,1,0
22441,bar|11062 16215,0,0,0,1,0
22442,bar|11063 16215,0,0,0,4,1
22443,bar|11073 3139,0,0,0,2,0
22444,bar|11080 3940,0,0,0,4,0
22445,bar|11091 11144,0,0,0,1,0
22446,bar|11094 5389,0,0,0,7,0
22447,bar|11111 12413,0,0,0,4,0
22448,bar|11112 6791,0,0,0,2,0
22449,bar|11115 3335,0,0,0,1,0
22450,bar|11115 13899,0,0,0,1,0
22451,bar|11119 7757,0,0,0,1,0
22452,bar|11120 484,0,0,0,4,0
22453,bar|11120 13922,0,0,0,1,0
22454,bar|11123 16215,0,0,0,1,0
22455,bar|11125 10694,0,0,0,1,0
22456,bar|11126 1299,0,0,0,97,18
22457,bar|11126 1880,0,0,0,61,22
22458,bar|11126 5256,0,0,0,216,9
22459,bar|11126 6016,0,0,0,2,0
22460,bar|11126 8055,0,0,0,1,0
22461,bar|11126 8516,0,0,0,26,0
22462,bar|11126 10243,0,0,0,1,0
22463,bar|11126 15447,0,0,0,1,0
22464,bar|11126 15874,0,0,0,749,52
22465,bar|11126 16147,0,0,0,4,7
22466,bar|11126 16151,0,0,0,2,0
22467,bar|11126 16199,0,0,0,1,0
22468,bar|11126 16211,0,0,0,4,5
22469,bar|11251 61,0,0,0,1,0
22470,bar|11254 1507,0,0,0,1,0
22471,bar|11268 1611,0,0,0,5,1
22472,bar|11268 1803,0,0,0,1,0
22473,bar|11269 1611,0,0,0,1,0
22474,bar|11285 587,0,0,0,8,5
22475,bar|11285 591,0,0,0,1,0
22476,bar|11285 835,0,0,0,1,0
22477,bar|11285 843,0,0,0,1,0
22478,bar|11285 1608,0,0,0,3,0
22479,bar|11285 1615,0,0,0,2,2
22480,bar|11285 1624,0,0,0,1,0
22481,bar|11285 1631,0,0,0,1,0
22482,bar|11285 1743,0,0,0,1,0
22483,bar|11285 1871,0,0,0,4,2
22484,bar|11285 3474,0,0,0,1,0
22485,bar|11285 5099,0,0,0,1,0
22486,bar|11285 5491,0,0,0,1,1
22487,bar|11285 6016,0,0,0,45,2
22488,bar|11285 8516,0,0,0,50,2
22489,bar|11285 9292,0,0,0,34,2
22490,bar|11285 9333,0,0,0,1,0
22491,bar|11285 10619,0,0,0,1,0
22492,bar|11285 11851,0,0,0,14,3
22493,bar|11285 12593,0,0,0,1,0
22494,bar|11285 13132,0,0,0,1,0
22495,bar|11290 1299,0,0,0,1,0
22496,bar|11290 14919,0,0,0,1,0
22497,bar|11301 16183,0,0,0,3,0
22498,bar|11312 1412,0,0,0,1,0
22499,bar|11366 7334,0,0,0,1,0
22500,bar|11381 10390,0,0,0,1,0
22501,bar|11533 6962,0,0,0,1,0
22502,bar|11569 4333,0,0,0,1,0
22503,bar|11590 1715,0,0,0,1,0
22504,bar|11606 15914,0,0,0,1,0
22505,bar|11635 8848,0,0,0,3,0
22506,bar|11729 12246,0,0,0,1,0
22507,bar|11735 5715,0,0,0,1,0
22508,bar|11745 4381,0,0,0,1,0
22509,bar|11805 5346,0,0,0,1,0
22510,bar|11809 10394,0,0,0,1,0
22511,bar|11812 10242,0,0,0,6,226
22512,bar|11825 2929,0,0,0,1,0
22513,bar|11847 8580,0,0,0,2,0
22514,bar|11851 1880,0,0,0,4,0
22515,bar|11851 7393,0,0,0,6,1
22516,bar|11859 5157,0,0,0,1,0
22517,bar|11873 9487,0,0,0,1,0
22518,bar|11889 2371,0,0,0,3,0
22519,bar|11892 13174,0,0,0,1,0
22520,bar|11958 4945,0,0,0,3,0
22521,bar|11987 11029,0,0,0,1,0
22522,bar|12007 12819,0,0,0,2,0
22523,bar|12045 4964,0,0,0,2,1
22524,bar|12054 26,0,0,0,1,0
22525,bar|12059 3189,0,0,0,1,0
22526,bar|12065 4116,0,0,0,1,0
22527,bar|12070 13496,0,0,0,1,0
22528,bar|12078 12017,0,0,0,2,0
